,SEM_TT,fami_estratovivienda,estu_genero,punt_c_naturales,punt_lectura_critica,punt_matematicas,punt_sociales_ciudadanas,punt_ingles,estu_cod_reside_mcpio,cole_cod_mcpio_ubicacion,estu_cod_mcpio_presentacion,PUNT_TOTAL
135,20182,Estrato 3,F,51.864545783982756,55.60433712879785,52.365165646277966,51.159600236501305,54.91417291297133,27199.102420323856,27292.697087600845,27134.396368560585,265.90782170853123
136,20182,Estrato 3,M,52.997100377534736,55.37033433230841,54.33785466858677,51.88245825711283,55.34151325263691,27521.256918226754,27645.790351457596,27489.86291986144,269.92926088817967
137,20182,Estrato 4,F,54.118491440798856,57.42519614835949,54.60814907275321,53.686875891583455,59.87847717546362,28955.381865192583,29163.95952211127,28944.484040656207,279.71718972895866
138,20182,Estrato 4,M,54.33519643580397,56.47881733495342,55.7118671526934,53.37893884163629,58.88278655326043,28913.356986634266,29131.156581611987,28931.652085864724,278.7876063183475
139,20182,Estrato 5,F,53.510863661053776,57.003259098316136,54.059206952743075,53.090168386746335,60.46089082020641,28954.61080934275,29199.63443780554,28968.426941879414,278.1243889190657
140,20182,Estrato 5,M,53.9211222869243,56.382212811011115,55.502382212811014,53.356008470089996,59.66225516146109,28686.85256749603,28862.14187400741,28751.530174695607,278.8239809422975
141,20182,Estrato 6,F,50.25623188405797,53.864347826086956,50.38782608695652,49.79768115942029,56.90782608695652,30763.92579710145,30856.920579710146,30901.91072463768,261.21391304347827
142,20182,Estrato 6,M,51.470417633410676,54.47215777262181,52.7737819025522,51.219837587006964,57.48665893271462,29677.09860788863,29664.682134570765,29678.69083526682,267.42285382830624
143,20182,Sin Estrato,F,42.15865384615385,45.247722672064775,41.056174089068826,40.091472672064775,,38489.60678137652,38446.79263663968,38505.317813765185,
144,20182,Sin Estrato,M,43.140182648401826,45.18614916286149,42.9144596651446,40.48569254185693,,38120.511415525114,38109.42709284627,38177.8596651446,
145,20191,,F,43.57198443579767,49.33852140077821,44.8041504539559,44.621271076523996,46.8715953307393,,37979.330739299614,37990.76134889753,229.20752269779507
146,20191,,M,46.53846153846154,52.18923076923077,50.104615384615386,47.355384615384615,49.86153846153846,,40025.441538461535,39581.74153846154,246.04923076923077
147,20191,Estrato 1,F,42.46139705882353,47.19485294117647,42.32444852941177,41.498161764705884,41.720588235294116,36541.578125,36269.961397058825,35591.045036764706,215.19944852941177
